<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.31	17:00:00	142.993	143.087	142.767	142.900	11144	0	0
2020.01.31	18:00:00	142.900	143.172	142.816	143.168	11450	0	0
2020.01.31	19:00:00	143.167	143.167	142.962	143.077	8218	0	0
2020.01.31	20:00:00	143.078	143.111	142.857	142.941	5969	0	0
2020.01.31	21:00:00	142.941	143.128	142.925	143.020	5828	0	0
2020.01.31	22:00:00	143.020	143.114	142.975	143.083	6535	0	0
2020.01.31	23:00:00	143.083	143.140	143.027	143.101	2079	0	2
2020.02.03	00:00:00	142.931	142.931	142.711	142.782	3605	0	26
2020.02.03	01:00:00	142.781	142.916	142.747	142.866	4225	0	2
2020.02.03	02:00:00	142.866	143.072	142.817	142.946	4550	0	0
2020.02.03	03:00:00	142.945	143.107	142.845	143.045	9264	0	0
2020.02.03	04:00:00	143.045	143.057	142.893	142.914	5569	0	0
2020.02.03	05:00:00	142.914	142.930	142.771	142.830	4129	0	0
2020.02.03	06:00:00	142.828	142.898	142.793	142.800	2457	0	0
2020.02.03	07:00:00	142.800	142.908	142.795	142.860	2884	0	0
2020.02.03	08:00:00	142.860	142.863	142.729	142.754	2618	0	0
2020.02.03	09:00:00	142.754	142.942	142.718	142.773	5618	0	0
2020.02.03	10:00:00	142.771	142.822	142.418	142.473	8705	0	0
2020.02.03	11:00:00	142.474	142.474	141.931	141.939	6940	0	0
2020.02.03	12:00:00	141.939	141.943	141.570	141.589	7324	0	0
2020.02.03	13:00:00	141.589	141.854	141.589	141.737	6186	0	0
2020.02.03	14:00:00	141.735	141.771	141.631	141.674	4232	0	0
2020.02.03	15:00:00	141.673	141.838	141.610	141.746	5651	0	0
2020.02.03	16:00:00	141.749	141.754	141.369	141.507	8017	0	0
2020.02.03	17:00:00	141.522	141.662	141.374	141.461	10691	0	0
2020.02.03	18:00:00	141.461	141.510	141.115	141.231	7187	0	0
2020.02.03	19:00:00	141.231	141.358	141.072	141.320	5231	0	0
2020.02.03	20:00:00	141.320	141.371	141.080	141.210	3927	0	0
2020.02.03	21:00:00	141.212	141.288	141.114	141.262	3866	0	0
2020.02.03	22:00:00	141.262	141.319	141.151	141.204	2859	0	0
2020.02.03	23:00:00	141.202	141.322	141.185	141.259	1102	0	0
2020.02.04	00:00:00	141.220	141.226	141.140	141.223	799	0	16
2020.02.04	01:00:00	141.222	141.227	141.116	141.169	1731	0	0
2020.02.04	02:00:00	141.171	141.178	141.056	141.078	2765	0	0
2020.02.04	03:00:00	141.078	141.233	140.964	141.207	6008	0	0
2020.02.04	04:00:00	141.207	141.207	141.071	141.183	3522	0	0
2020.02.04	05:00:00	141.185	141.410	141.127	141.294	3681	0	0
2020.02.04	06:00:00	141.294	141.552	141.292	141.436	2851	0	0
2020.02.04	07:00:00	141.436	141.700	141.419	141.606	3386	0	0
2020.02.04	08:00:00	141.608	141.707	141.496	141.541	4193	0	0
2020.02.04	09:00:00	141.536	141.536	140.926	141.025	6758	0	0
2020.02.04	10:00:00	141.025	141.630	141.018	141.605	8535	0	0
2020.02.04	11:00:00	141.605	142.080	141.540	141.991	7584	0	0
2020.02.04	12:00:00	141.991	142.016	141.715	141.756	5104	0	0
2020.02.04	13:00:00	141.744	141.928	141.726	141.887	4301	0	0
2020.02.04	14:00:00	141.887	142.044	141.851	142.006	6278	0	0
2020.02.04	15:00:00	142.004	142.361	141.935	142.262	8936	0	0
2020.02.04	16:00:00	142.261	142.298	142.068	142.267	8768	0	0
2020.02.04	17:00:00	142.265	142.525	142.214	142.415	8199	0	0
2020.02.04	18:00:00	142.414	142.552	142.332	142.536	5361	0	0
2020.02.04	19:00:00	142.536	142.679	142.523	142.650	4452	0	0
2020.02.04	20:00:00	142.650	142.838	142.641	142.770	3086	0	0
2020.02.04	21:00:00	142.773	142.842	142.737	142.754	3114	0	0
2020.02.04	22:00:00	142.755	142.802	142.653	142.681	2405	0	0
2020.02.04	23:00:00	142.681	142.741	142.641	142.726	1859	0	0
2020.02.05	00:00:00	142.713	142.734	142.601	142.635	701	0	13
2020.02.05	01:00:00	142.635	142.696	142.597	142.609	1255	0	3
2020.02.05	02:00:00	142.609	142.688	142.485	142.552	3368	0	1
2020.02.05	03:00:00	142.553	142.590	142.378	142.586	5291	0	0
2020.02.05	04:00:00	142.586	142.595	142.432	142.483	3647	0	1
2020.02.05	05:00:00	142.483	142.558	142.448	142.524	2389	0	1
2020.02.05	06:00:00	142.525	142.576	142.489	142.516	1161	0	0
2020.02.05	07:00:00	142.516	142.516	142.394	142.457	2137	0	0
2020.02.05	08:00:00	142.456	142.514	142.414	142.424	1909	0	0
2020.02.05	09:00:00	142.425	142.588	142.238	142.545	4953	0	0
2020.02.05	10:00:00	142.543	143.082	142.496	142.943	11523	0	0
2020.02.05	11:00:00	142.943	143.378	142.825	143.332	10678	0	0
2020.02.05	12:00:00	143.328	143.328	143.046	143.130	5530	0	0
2020.02.05	13:00:00	143.130	143.268	143.071	143.109	6548	0	0
2020.02.05	14:00:00	143.107	143.162	143.009	143.112	5389	0	0
2020.02.05	15:00:00	143.112	143.254	142.616	142.809	8924	0	0
2020.02.05	16:00:00	142.808	142.846	142.228	142.342	10096	0	0
2020.02.05	17:00:00	142.342	142.561	142.317	142.507	11483	0	0
2020.02.05	18:00:00	142.507	142.685	142.418	142.657	5789	0	0
2020.02.05	19:00:00	142.657	142.778	142.653	142.741	3622	0	0
2020.02.05	20:00:00	142.741	142.764	142.688	142.725	2722	0	0
2020.02.05	21:00:00	142.726	142.727	142.592	142.653	3133	0	0
2020.02.05	22:00:00	142.659	142.693	142.619	142.688	2747	0	0
2020.02.05	23:00:00	142.686	142.787	142.672	142.786	1347	0	0
2020.02.06	00:00:00	142.773	142.784	142.596	142.715	2688	0	12
2020.02.06	01:00:00	142.716	142.768	142.647	142.710	1362	0	2
2020.02.06	02:00:00	142.710	142.763	142.635	142.650	3235	0	0
2020.02.06	03:00:00	142.650	142.748	142.585	142.656	5038	0	1
2020.02.06	04:00:00	142.656	142.721	142.645	142.680	2705	0	0
2020.02.06	05:00:00	142.680	142.741	142.639	142.708	2294	0	0
2020.02.06	06:00:00	142.707	142.811	142.692	142.729	3701	0	0
2020.02.06	07:00:00	142.729	142.779	142.638	142.714	3389	0	0
2020.02.06	08:00:00	142.714	142.794	142.675	142.683	2707	0	0
2020.02.06	09:00:00	142.682	142.807	142.633	142.680	4235	0	0
2020.02.06	10:00:00	142.680	142.822	142.639	142.775	6647	0	0
2020.02.06	11:00:00	142.776	142.785	142.410	142.525	6417	0	0
2020.02.06	12:00:00	142.526	142.566	142.309	142.328	5251	0	0
2020.02.06	13:00:00	142.328	142.518	142.278	142.496	4919	0	0
2020.02.06	14:00:00	142.496	142.599	142.418	142.519	3845	0	0
2020.02.06	15:00:00	142.519	142.555	142.318	142.475	6851	0	0
2020.02.06	16:00:00	142.475	142.545	142.357	142.401	7458	0	0
2020.02.06	17:00:00	142.402	142.462	142.104	142.171	8044	0	0
2020.02.06	18:00:00	142.172	142.280	142.092	142.110	5495	0	0
2020.02.06	19:00:00	142.111	142.252	142.106	142.236	2894	0	0
2020.02.06	20:00:00	142.235	142.250	142.158	142.168	1730	0	0
2020.02.06	21:00:00	142.169	142.213	142.114	142.123	2122	0	0
2020.02.06	22:00:00	142.122	142.213	142.106	142.167	2097	0	0
2020.02.06	23:00:00	142.167	142.214	142.121	142.195	1150	0	0
2020.02.07	00:00:00	142.202	142.237	142.170	142.184	2230	0	4
2020.02.07	01:00:00	142.184	142.221	142.147	142.187	1175	0	4
2020.02.07	02:00:00	142.187	142.202	141.973	142.132	2535	0	0
2020.02.07	03:00:00	142.132	142.230	142.082	142.200	6742	0	3
2020.02.07	04:00:00	142.200	142.293	142.168	142.235	4428	0	1
2020.02.07	05:00:00	142.235	142.285	142.201	142.203	2782	0	1
2020.02.07	06:00:00	142.203	142.224	142.166	142.212	2307	0	3
2020.02.07	07:00:00	142.212	142.248	142.184	142.199	3202	0	1
2020.02.07	08:00:00	142.200	142.350	142.185	142.338	3852	0	2
2020.02.07	09:00:00	142.338	142.375	142.150	142.174	6579	0	0
2020.02.07	10:00:00	142.178	142.199	142.011	142.110	7756	0	0
2020.02.07	11:00:00	142.113	142.188	141.939	141.945	4690	0	0
2020.02.07	12:00:00	141.945	142.056	141.842	141.927	6036	0	0
2020.02.07	13:00:00	141.928	142.090	141.875	142.024	4523	0	0
2020.02.07	14:00:00	142.024	142.256	142.023	142.253	3496	0	0
2020.02.07	15:00:00	142.246	142.298	141.931	141.980	8643	0	0
2020.02.07	16:00:00	141.981	142.048	141.813	141.923	9430	0	0
2020.02.07	17:00:00	141.923	142.109	141.842	142.044	9283	0	0
2020.02.07	18:00:00	142.044	142.044	141.614	141.722	6525	0	0
2020.02.07	19:00:00	141.722	141.733	141.615	141.663	2900	0	0
2020.02.07	20:00:00	141.660	141.660	141.503	141.505	2567	0	0
2020.02.07	21:00:00	141.505	141.513	141.410	141.414	2952	0	1
2020.02.07	22:00:00	141.418	141.512	141.406	141.430	1713	0	0
2020.02.07	23:00:00	141.431	141.480	141.404	141.449	1923	0	0
2020.02.10	00:00:00	141.360	141.491	141.342	141.425	2815	0	17
2020.02.10	01:00:00	141.423	141.482	141.239	141.298	4030	0	0
2020.02.10	02:00:00	141.298	141.440	141.280	141.384	4065	0	2
2020.02.10	03:00:00	141.384	141.605	141.338	141.550	6268	0	3
2020.02.10	04:00:00	141.550	141.747	141.540	141.692	4599	0	1
2020.02.10	05:00:00	141.692	141.739	141.555	141.557	2885	0	3
2020.02.10	06:00:00	141.557	141.637	141.497	141.620	2590	0	0
2020.02.10	07:00:00	141.620	141.709	141.615	141.694	2133	0	1
2020.02.10	08:00:00	141.693	141.750	141.643	141.689	2552	0	1
2020.02.10	09:00:00	141.688	141.693	141.331	141.370	4895	0	0
2020.02.10	10:00:00	141.370	141.563	141.324	141.541	7449	0	0
2020.02.10	11:00:00	141.542	141.730	141.492	141.673	6876	0	0
2020.02.10	12:00:00	141.672	141.972	141.618	141.860	6520	0	0
2020.02.10	13:00:00	141.860	142.044	141.821	141.879	5031	0	0
2020.02.10	14:00:00	141.879	141.979	141.783	141.932	5411	0	0
2020.02.10	15:00:00	141.932	142.095	141.827	141.890	6474	0	0
2020.02.10	16:00:00	141.890	142.063	141.765	142.049	7041	0	0
2020.02.10	17:00:00	142.049	142.057	141.780	141.819	6756	0	0
2020.02.10	18:00:00	141.818	141.856	141.725	141.807	3928	0	0
2020.02.10	19:00:00	141.807	141.810	141.585	141.603	2617	0	0
2020.02.10	20:00:00	141.605	141.691	141.601	141.675	2048	0	0
2020.02.10	21:00:00	141.675	141.705	141.643	141.688	2114	0	0
2020.02.10	22:00:00	141.688	141.727	141.651	141.690	2302	0	0
2020.02.10	23:00:00	141.688	141.770	141.682	141.768	1376	0	0
2020.02.11	00:00:00	141.778	141.778	141.708	141.725	866	0	14
2020.02.11	01:00:00	141.727	141.792	141.720	141.774	1310	0	0
2020.02.11	02:00:00	141.774	141.831	141.697	141.800	1939	0	0
2020.02.11	03:00:00	141.800	141.938	141.785	141.875	2488	0	0
2020.02.11	04:00:00	141.876	141.975	141.814	141.933	1706	0	0
2020.02.11	05:00:00	141.933	141.943	141.896	141.933	1290	0	0
2020.02.11	06:00:00	141.933	141.934	141.857	141.893	744	0	0
2020.02.11	07:00:00	141.893	141.961	141.873	141.920	1370	0	0
2020.02.11	08:00:00	141.919	141.990	141.913	141.950	2300	0	0
2020.02.11	09:00:00	141.948	141.954	141.729	141.862	4839	0	0
2020.02.11	10:00:00	141.862	141.963	141.729	141.777	6893	0	0
2020.02.11	11:00:00	141.777	142.204	141.745	142.149	6958	0	0
2020.02.11	12:00:00	142.148	142.154	141.963	142.035	4615	0	0
2020.02.11	13:00:00	142.036	142.049	141.892	142.036	4352	0	0
2020.02.11	14:00:00	142.036	142.105	141.962	142.064	4455	0	0
2020.02.11	15:00:00	142.065	142.098	141.947	142.030	7435	0	0
2020.02.11	16:00:00	142.031	142.406	142.005	142.355	8103	0	0
2020.02.11	17:00:00	142.355	142.465	142.243	142.276	8390	0	0
2020.02.11	18:00:00	142.276	142.349	142.048	142.110	5213	0	0
2020.02.11	19:00:00	142.110	142.230	141.985	142.215	3359	0	0
2020.02.11	20:00:00	142.214	142.299	142.186	142.240	2559	0	0
2020.02.11	21:00:00	142.240	142.346	142.218	142.274	3555	0	0
2020.02.11	22:00:00	142.275	142.276	142.157	142.252	2709	0	0
2020.02.11	23:00:00	142.254	142.259	142.193	142.215	1006	0	0
2020.02.12	00:00:00	142.196	142.249	142.174	142.215	640	0	15
2020.02.12	01:00:00	142.219	142.322	142.210	142.313	1277	0	0
2020.02.12	02:00:00	142.315	142.347	142.225	142.288	3184	0	0
2020.02.12	03:00:00	142.288	142.452	142.285	142.444	3358	0	0
2020.02.12	04:00:00	142.445	142.495	142.389	142.478	2172	0	0
2020.02.12	05:00:00	142.478	142.487	142.326	142.330	1147	0	0
2020.02.12	06:00:00	142.330	142.348	142.315	142.322	1276	0	0
2020.02.12	07:00:00	142.322	142.429	142.321	142.394	1528	0	0
2020.02.12	08:00:00	142.394	142.394	142.304	142.331	2353	0	0
2020.02.12	09:00:00	142.332	142.552	142.280	142.469	5259	0	0
2020.02.12	10:00:00	142.469	142.843	142.417	142.765	8512	0	0
2020.02.12	11:00:00	142.764	142.837	142.570	142.780	6704	0	0
2020.02.12	12:00:00	142.779	142.889	142.707	142.743	4929	0	0
2020.02.12	13:00:00	142.741	142.828	142.704	142.768	4155	0	0
2020.02.12	14:00:00	142.769	142.807	142.613	142.784	4540	0	0
2020.02.12	15:00:00	142.784	142.855	142.589	142.604	5347	0	0
2020.02.12	16:00:00	142.604	142.700	142.515	142.641	6547	0	0
2020.02.12	17:00:00	142.642	142.778	142.566	142.743	7572	0	0
2020.02.12	18:00:00	142.742	142.842	142.710	142.760	4676	0	0
2020.02.12	19:00:00	142.760	142.773	142.656	142.673	3091	0	0
2020.02.12	20:00:00	142.673	142.690	142.607	142.659	2177	0	0
2020.02.12	21:00:00	142.659	142.743	142.649	142.653	3096	0	0
2020.02.12	22:00:00	142.654	142.719	142.620	142.636	2336	0	0
2020.02.12	23:00:00	142.636	142.691	142.628	142.646	1117	0	0
2020.02.13	00:00:00	142.654	142.693	142.583	142.624	3963	0	4
2020.02.13	01:00:00	142.624	142.649	142.249	142.365	3489	0	1
2020.02.13	02:00:00	142.365	142.521	142.310	142.334	5113	0	0
2020.02.13	03:00:00	142.334	142.544	142.322	142.473	4476	0	0
2020.02.13	04:00:00	142.473	142.510	142.424	142.448	2039	0	0
2020.02.13	05:00:00	142.448	142.470	142.295	142.309	2054	0	0
2020.02.13	06:00:00	142.309	142.366	142.277	142.287	1560	0	0
2020.02.13	07:00:00	142.287	142.324	142.203	142.234	2784	0	0
2020.02.13	08:00:00	142.237	142.275	142.146	142.223	2838	0	0
2020.02.13	09:00:00	142.222	142.437	142.165	142.411	6024	0	0
2020.02.13	10:00:00	142.412	142.520	142.280	142.282	7786	0	0
2020.02.13	11:00:00	142.281	142.427	142.224	142.350	6428	0	0
2020.02.13	12:00:00	142.354	142.486	142.228	142.477	6644	0	0
2020.02.13	13:00:00	142.477	142.500	142.203	142.443	8112	0	0
2020.02.13	14:00:00	142.443	143.093	142.416	142.984	10268	0	0
2020.02.13	15:00:00	142.985	143.115	142.905	142.938	7078	0	0
2020.02.13	16:00:00	142.940	143.308	142.882	143.126	7974	0	0
2020.02.13	17:00:00	143.124	143.411	143.027	143.349	9835	0	0
2020.02.13	18:00:00	143.349	143.480	143.231	143.308	5961	0	0
2020.02.13	19:00:00	143.308	143.385	143.268	143.316	3288	0	0
2020.02.13	20:00:00	143.316	143.373	143.287	143.334	3156	0	0
2020.02.13	21:00:00	143.334	143.403	143.273	143.341	2115	0	0
2020.02.13	22:00:00	143.341	143.359	143.199	143.248	2754	0	0
2020.02.13	23:00:00	143.248	143.271	143.204	143.227	1450	0	0
2020.02.14	00:00:00	143.184	143.264	143.167	143.200	1030	0	19
2020.02.14	01:00:00	143.197	143.253	143.124	143.198	2269	0	0
2020.02.14	02:00:00	143.199	143.342	143.132	143.320	3396	0	0
2020.02.14	03:00:00	143.320	143.326	143.196	143.271	2856	0	0
2020.02.14	04:00:00	143.271	143.358	143.208	143.357	2702	0	0
2020.02.14	05:00:00	143.357	143.405	143.229	143.252	2234	0	0
2020.02.14	06:00:00	143.252	143.262	143.185	143.187	1287	0	0
2020.02.14	07:00:00	143.187	143.258	143.172	143.232	1876	0	0
2020.02.14	08:00:00	143.233	143.320	143.170	143.213	2339	0	0
2020.02.14	09:00:00	143.213	143.390	143.166	143.352	4140	0	0
2020.02.14	10:00:00	143.352	143.408	143.103	143.187	5946	0	0
2020.02.14	11:00:00	143.185	143.209	142.972	143.127	5550	0	0
2020.02.14	12:00:00	143.124	143.194	143.004	143.106	4877	0	0
2020.02.14	13:00:00	143.106	143.206	143.055	143.079	4272	0	0
2020.02.14	14:00:00	143.079	143.165	143.000	143.122	4534	0	0
2020.02.14	15:00:00	143.138	143.160	142.775	142.876	7936	0	0
2020.02.14	16:00:00	142.876	143.013	142.801	142.893	6279	0	0
2020.02.14	17:00:00	142.893	142.946	142.767	142.859	6110	0	0
2020.02.14	18:00:00	142.860	143.127	142.822	143.109	4370	0	0
2020.02.14	19:00:00	143.110	143.122	143.035	143.096	2594	0	0
2020.02.14	20:00:00	143.096	143.173	143.063	143.073	2025	0	0
2020.02.14	21:00:00	143.073	143.110	143.010	143.053	1930	0	0
2020.02.14	22:00:00	143.053	143.245	143.031	143.245	2003	0	0
2020.02.14	23:00:00	143.246	143.267	143.207	143.219	1783	0	0
2020.02.17	00:00:00	143.166	143.207	143.049	143.183	6649	0	28
2020.02.17	01:00:00	143.183	143.369	143.182	143.297	2460	0	0
2020.02.17	02:00:00	143.297	143.297	143.140	143.161	3723	0	0
2020.02.17	03:00:00	143.160	143.299	143.160	143.281	2777	0	0
2020.02.17	04:00:00	143.281	143.332	143.255	143.301	2139	0	0
2020.02.17	05:00:00	143.301	143.305	143.252	143.259	1085	0	0
2020.02.17	06:00:00	143.260	143.302	143.238	143.255	1288	0	0
2020.02.17	07:00:00	143.255	143.351	143.241	143.324	1589	0	0
2020.02.17	08:00:00	143.324	143.346	143.216	143.241	1669	0	0
2020.02.17	09:00:00	143.240	143.269	143.138	143.226	3573	0	0
2020.02.17	10:00:00	143.226	143.314	143.150	143.244	4290	0	0
2020.02.17	11:00:00	143.244	143.341	143.212	143.270	4525	0	0
2020.02.17	12:00:00	143.271	143.311	143.137	143.198	2831	0	0
2020.02.17	13:00:00	143.198	143.206	142.958	143.033	3199	0	0
2020.02.17	14:00:00	143.033	143.071	142.972	142.993	2484	0	0
2020.02.17	15:00:00	142.992	143.048	142.980	143.004	2316	0	0
2020.02.17	16:00:00	143.003	143.009	142.861	142.974	2339	0	0
2020.02.17	17:00:00	142.973	143.080	142.945	142.996	2464	0	0
2020.02.17	18:00:00	142.996	143.074	142.938	143.007	1539	0	0
2020.02.17	19:00:00	143.007	143.050	142.985	143.027	1127	0	0
2020.02.17	20:00:00	143.027	143.073	142.943	142.966	2177	0	0
2020.02.17	21:00:00	142.965	142.972	142.905	142.938	1272	0	0
2020.02.17	22:00:00	142.938	142.953	142.908	142.926	1382	0	0
2020.02.17	23:00:00	142.926	142.932	142.846	142.870	2153	0	0
2020.02.18	00:00:00	142.877	142.895	142.767	142.852	1665	0	16
2020.02.18	01:00:00	142.852	142.872	142.789	142.848	1898	0	1
2020.02.18	02:00:00	142.848	142.852	142.622	142.632	2987	0	0
2020.02.18	03:00:00	142.634	142.703	142.584	142.681	4363	0	0
2020.02.18	04:00:00	142.681	142.688	142.539	142.570	3431	0	0
2020.02.18	05:00:00	142.570	142.683	142.528	142.650	1554	0	0
2020.02.18	06:00:00	142.650	142.685	142.615	142.618	1402	0	0
2020.02.18	07:00:00	142.616	142.656	142.578	142.633	1943	0	0
2020.02.18	08:00:00	142.633	142.750	142.538	142.553	2303	0	0
2020.02.18	09:00:00	142.555	142.708	142.517	142.588	5093	0	0
2020.02.18	10:00:00	142.589	142.618	142.320	142.435	7777	0	0
2020.02.18	11:00:00	142.435	142.661	142.390	142.594	6718	0	0
2020.02.18	12:00:00	142.594	143.071	142.539	142.960	8254	0	0
2020.02.18	13:00:00	142.960	143.168	142.952	143.084	4800	0	0
2020.02.18	14:00:00	143.084	143.153	143.011	143.057	4811	0	0
2020.02.18	15:00:00	143.055	143.104	142.941	143.003	6479	0	0
2020.02.18	16:00:00	143.002	143.201	142.939	143.180	7477	0	0
2020.02.18	17:00:00	143.180	143.232	142.958	143.145	7197	0	0
2020.02.18	18:00:00	143.145	143.170	142.870	142.935	5048	0	0
2020.02.18	19:00:00	142.935	142.935	142.826	142.874	3884	0	0
2020.02.18	20:00:00	142.874	142.905	142.756	142.774	2523	0	0
2020.02.18	21:00:00	142.774	142.853	142.763	142.816	2358	0	0
2020.02.18	22:00:00	142.822	142.847	142.788	142.813	1980	0	0
2020.02.18	23:00:00	142.813	142.855	142.795	142.796	1054	0	0
2020.02.19	00:00:00	142.805	142.817	142.775	142.803	3007	0	10
2020.02.19	01:00:00	142.803	142.915	142.802	142.889	1793	0	0
2020.02.19	02:00:00	142.889	142.939	142.850	142.889	2417	0	0
2020.02.19	03:00:00	142.889	143.004	142.822	142.971	3389	0	1
2020.02.19	04:00:00	142.971	143.163	142.971	143.014	3361	0	0
2020.02.19	05:00:00	143.014	143.077	142.997	143.055	1793	0	0
2020.02.19	06:00:00	143.055	143.088	143.003	143.047	1359	0	0
2020.02.19	07:00:00	143.046	143.087	143.028	143.058	1541	0	0
2020.02.19	08:00:00	143.058	143.062	142.894	143.000	2275	0	0
2020.02.19	09:00:00	142.999	143.276	142.957	143.224	4776	0	0
2020.02.19	10:00:00	143.223	143.315	143.090	143.176	6218	0	0
2020.02.19	11:00:00	143.176	143.516	143.000	143.384	7488	0	0
2020.02.19	12:00:00	143.383	143.410	143.122	143.222	5022	0	0
2020.02.19	13:00:00	143.222	143.452	143.200	143.438	4552	0	0
2020.02.19	14:00:00	143.438	143.613	143.383	143.536	4747	0	0
2020.02.19	15:00:00	143.534	143.764	143.453	143.608	7481	0	0
2020.02.19	16:00:00	143.608	143.694	143.391	143.625	7775	0	0
2020.02.19	17:00:00	143.626	143.720	143.378	143.683	7844	0	0
2020.02.19	18:00:00	143.681	144.014	143.647	143.791	6212	0	0
2020.02.19	19:00:00	143.791	143.791	143.588	143.720	3596	0	0
2020.02.19	20:00:00	143.720	143.951	143.676	143.841	2604	0	0
2020.02.19	21:00:00	143.842	144.164	143.809	144.150	3858	0	0
2020.02.19	22:00:00	144.150	144.168	143.741	143.765	3209	0	0
2020.02.19	23:00:00	143.765	143.902	143.760	143.886	1850	0	0
2020.02.20	00:00:00	143.868	143.914	143.718	143.720	731	0	22
2020.02.20	01:00:00	143.719	143.821	143.690	143.734	1981	0	4
2020.02.20	02:00:00	143.734	143.815	143.602	143.765	5806	0	0
2020.02.20	03:00:00	143.766	143.781	143.600	143.676	4998	0	0
2020.02.20	04:00:00	143.675	143.772	143.619	143.686	4645	0	0
2020.02.20	05:00:00	143.686	143.862	143.656	143.754	4879	0	1
2020.02.20	06:00:00	143.754	143.842	143.718	143.804	3013	0	1
2020.02.20	07:00:00	143.804	143.862	143.763	143.821	2797	0	2
2020.02.20	08:00:00	143.822	143.969	143.782	143.942	3583	0	0
2020.02.20	09:00:00	143.941	144.235	143.880	144.069	7813	0	0
2020.02.20	10:00:00	144.069	144.165	143.907	144.159	6840	0	0
2020.02.20	11:00:00	144.156	144.608	144.153	144.476	8306	0	0
2020.02.20	12:00:00	144.477	144.559	144.176	144.460	8134	0	0
2020.02.20	13:00:00	144.460	144.467	143.928	143.966	8831	0	0
2020.02.20	14:00:00	143.964	144.077	143.906	144.053	7260	0	0
2020.02.20	15:00:00	144.053	144.197	143.894	144.019	8092	0	0
2020.02.20	16:00:00	144.021	144.401	144.014	144.331	7443	0	0
2020.02.20	17:00:00	144.331	144.504	144.161	144.385	7091	0	0
2020.02.20	18:00:00	144.385	144.408	143.864	144.040	9799	0	0
2020.02.20	19:00:00	144.040	144.289	144.030	144.257	5783	0	0
