<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.09	14:00:00	142.505	142.738	142.431	142.575	7492	0	0
2020.01.09	15:00:00	142.574	143.033	142.444	142.838	8169	0	0
2020.01.09	16:00:00	142.838	142.956	142.727	142.879	8420	0	0
2020.01.09	17:00:00	142.878	142.995	142.787	142.937	6375	0	0
2020.01.09	18:00:00	142.937	143.110	142.878	143.072	6188	0	0
2020.01.09	19:00:00	143.072	143.072	142.974	143.040	3512	0	0
2020.01.09	20:00:00	143.040	143.041	142.886	142.900	5386	0	0
2020.01.09	21:00:00	142.899	143.004	142.891	142.992	2652	0	0
2020.01.09	22:00:00	142.987	143.124	142.978	143.081	2140	0	0
2020.01.09	23:00:00	143.081	143.123	143.047	143.121	1086	0	0
2020.01.10	00:00:00	143.101	143.134	143.035	143.067	1700	0	11
2020.01.10	01:00:00	143.066	143.149	143.056	143.109	2479	0	3
2020.01.10	02:00:00	143.109	143.237	143.046	143.082	4272	0	0
2020.01.10	03:00:00	143.083	143.144	143.042	143.105	3562	0	0
2020.01.10	04:00:00	143.104	143.132	143.038	143.125	2970	0	1
2020.01.10	05:00:00	143.125	143.154	143.099	143.143	2088	0	2
2020.01.10	06:00:00	143.141	143.297	143.124	143.257	2508	0	0
2020.01.10	07:00:00	143.256	143.404	143.210	143.339	3021	0	0
2020.01.10	08:00:00	143.339	143.451	143.323	143.368	2671	0	0
2020.01.10	09:00:00	143.368	143.400	143.057	143.104	4313	0	0
2020.01.10	10:00:00	143.103	143.230	142.975	143.186	5958	0	0
2020.01.10	11:00:00	143.184	143.467	143.078	143.279	6546	0	0
2020.01.10	12:00:00	143.279	143.343	143.099	143.119	5264	0	0
2020.01.10	13:00:00	143.119	143.386	143.101	143.316	4458	0	0
2020.01.10	14:00:00	143.315	143.499	143.304	143.455	3614	0	0
2020.01.10	15:00:00	143.449	143.491	143.238	143.311	6995	0	0
2020.01.10	16:00:00	143.311	143.380	143.062	143.186	8161	0	0
2020.01.10	17:00:00	143.189	143.336	143.046	143.100	6914	0	0
2020.01.10	18:00:00	143.100	143.113	142.890	142.999	5755	0	0
2020.01.10	19:00:00	143.002	143.063	142.897	143.002	3767	0	0
2020.01.10	20:00:00	143.001	143.064	142.995	143.004	2324	0	0
2020.01.10	21:00:00	143.004	143.075	142.991	143.057	2412	0	0
2020.01.10	22:00:00	143.059	143.064	142.962	142.967	2536	0	0
2020.01.10	23:00:00	142.966	143.058	142.912	143.034	1601	0	0
2020.01.13	00:00:00	142.774	142.846	142.742	142.773	2042	0	23
2020.01.13	01:00:00	142.770	142.937	142.764	142.892	1604	0	1
2020.01.13	02:00:00	142.892	142.908	142.830	142.872	1633	0	1
2020.01.13	03:00:00	142.872	142.920	142.838	142.910	2183	0	0
2020.01.13	04:00:00	142.910	142.950	142.845	142.892	2140	0	1
2020.01.13	05:00:00	142.892	142.936	142.849	142.928	1742	0	0
2020.01.13	06:00:00	142.928	142.969	142.902	142.913	1459	0	0
2020.01.13	07:00:00	142.914	142.914	142.803	142.886	1865	0	0
2020.01.13	08:00:00	142.884	142.895	142.766	142.812	2137	0	0
2020.01.13	09:00:00	142.812	142.819	142.483	142.533	5735	0	0
2020.01.13	10:00:00	142.530	142.666	142.383	142.615	6815	0	0
2020.01.13	11:00:00	142.615	142.830	142.360	142.504	8179	0	0
2020.01.13	12:00:00	142.504	142.772	142.365	142.690	6091	0	0
2020.01.13	13:00:00	142.689	142.737	142.420	142.424	5730	0	0
2020.01.13	14:00:00	142.423	142.648	142.389	142.594	5303	0	0
2020.01.13	15:00:00	142.588	142.718	142.515	142.631	5876	0	0
2020.01.13	16:00:00	142.630	142.842	142.587	142.799	7687	0	0
2020.01.13	17:00:00	142.794	142.807	142.634	142.664	6645	0	0
2020.01.13	18:00:00	142.664	142.810	142.598	142.735	4337	0	0
2020.01.13	19:00:00	142.734	142.873	142.684	142.842	3279	0	0
2020.01.13	20:00:00	142.842	142.864	142.789	142.854	2514	0	0
2020.01.13	21:00:00	142.854	142.911	142.831	142.880	2007	0	0
2020.01.13	22:00:00	142.879	142.908	142.841	142.848	2186	0	0
2020.01.13	23:00:00	142.847	142.856	142.767	142.791	1535	0	0
2020.01.14	00:00:00	142.802	142.834	142.711	142.793	687	0	11
2020.01.14	01:00:00	142.793	142.895	142.773	142.860	2004	0	0
2020.01.14	02:00:00	142.860	143.201	142.847	143.142	3838	0	0
2020.01.14	03:00:00	143.142	143.216	142.870	142.991	5227	0	0
2020.01.14	04:00:00	142.993	143.114	142.905	143.090	4212	0	0
2020.01.14	05:00:00	143.090	143.112	142.981	142.996	5101	0	0
2020.01.14	06:00:00	142.999	143.058	142.983	143.032	4318	0	0
2020.01.14	07:00:00	143.032	143.072	142.946	142.950	2807	0	0
2020.01.14	08:00:00	142.954	143.072	142.932	143.017	2533	0	0
2020.01.14	09:00:00	143.016	143.018	142.671	142.742	5647	0	0
2020.01.14	10:00:00	142.748	142.770	142.452	142.652	7823	0	0
2020.01.14	11:00:00	142.651	142.756	142.574	142.722	5561	0	0
2020.01.14	12:00:00	142.722	142.916	142.656	142.899	4835	0	0
2020.01.14	13:00:00	142.900	143.115	142.755	142.955	7770	0	0
2020.01.14	14:00:00	142.954	142.985	142.761	142.805	5740	0	0
2020.01.14	15:00:00	142.803	142.956	142.760	142.904	7161	0	0
2020.01.14	16:00:00	142.903	143.034	142.872	142.984	8612	0	0
2020.01.14	17:00:00	142.984	143.175	142.940	143.175	9922	0	0
2020.01.14	18:00:00	143.175	143.289	143.121	143.241	5829	0	0
2020.01.14	19:00:00	143.240	143.384	143.198	143.360	3264	0	0
2020.01.14	20:00:00	143.360	143.436	143.088	143.238	5277	0	0
2020.01.14	21:00:00	143.238	143.426	143.192	143.288	4316	0	0
2020.01.14	22:00:00	143.288	143.293	143.167	143.173	2492	0	0
2020.01.14	23:00:00	143.173	143.225	143.173	143.214	1278	0	0
2020.01.15	00:00:00	143.189	143.229	143.141	143.201	683	0	20
2020.01.15	01:00:00	143.203	143.210	142.997	143.039	1941	0	3
2020.01.15	02:00:00	143.039	143.205	143.037	143.080	3588	0	0
2020.01.15	03:00:00	143.080	143.202	143.076	143.193	3664	0	0
2020.01.15	04:00:00	143.193	143.208	143.076	143.153	2940	0	0
2020.01.15	05:00:00	143.152	143.187	143.097	143.136	2244	0	0
2020.01.15	06:00:00	143.136	143.178	143.126	143.164	2375	0	0
2020.01.15	07:00:00	143.164	143.271	143.148	143.252	2652	0	0
2020.01.15	08:00:00	143.252	143.387	143.206	143.285	3185	0	0
2020.01.15	09:00:00	143.286	143.318	143.092	143.113	4042	0	0
2020.01.15	10:00:00	143.114	143.136	142.925	143.082	6399	0	0
2020.01.15	11:00:00	143.082	143.123	142.658	142.738	6015	0	0
2020.01.15	12:00:00	142.736	142.936	142.689	142.918	4150	0	0
2020.01.15	13:00:00	142.922	143.131	142.842	142.970	5466	0	0
2020.01.15	14:00:00	142.968	142.990	142.817	142.899	4837	0	0
2020.01.15	15:00:00	142.899	142.958	142.789	142.877	6907	0	0
2020.01.15	16:00:00	142.877	143.268	142.846	143.264	9010	0	0
2020.01.15	17:00:00	143.263	143.263	143.043	143.231	7936	0	0
2020.01.15	18:00:00	143.228	143.282	143.134	143.235	5963	0	0
2020.01.15	19:00:00	143.235	143.329	143.192	143.217	4240	0	0
2020.01.15	20:00:00	143.216	143.285	143.122	143.158	3464	0	0
2020.01.15	21:00:00	143.158	143.226	143.144	143.169	2841	0	0
2020.01.15	22:00:00	143.169	143.207	143.068	143.191	2811	0	0
2020.01.15	23:00:00	143.191	143.313	143.157	143.292	1309	0	0
2020.01.16	00:00:00	143.283	143.465	143.222	143.334	2866	0	8
2020.01.16	01:00:00	143.333	143.380	143.255	143.288	1395	0	2
2020.01.16	02:00:00	143.288	143.495	143.270	143.357	2566	0	0
2020.01.16	03:00:00	143.358	143.396	143.307	143.392	2887	0	0
2020.01.16	04:00:00	143.392	143.418	143.348	143.404	2103	0	0
2020.01.16	05:00:00	143.404	143.464	143.388	143.433	2266	0	0
2020.01.16	06:00:00	143.433	143.481	143.406	143.427	2419	0	0
2020.01.16	07:00:00	143.427	143.488	143.426	143.458	1940	0	0
2020.01.16	08:00:00	143.458	143.463	143.308	143.412	2229	0	0
2020.01.16	09:00:00	143.408	143.498	143.324	143.374	3847	0	0
2020.01.16	10:00:00	143.374	143.763	143.244	143.606	7874	0	0
2020.01.16	11:00:00	143.610	143.700	143.522	143.595	6079	0	0
2020.01.16	12:00:00	143.595	143.697	143.517	143.670	4461	0	0
2020.01.16	13:00:00	143.670	143.688	143.530	143.628	3332	0	0
2020.01.16	14:00:00	143.628	143.795	143.598	143.682	4739	0	0
2020.01.16	15:00:00	143.682	143.748	143.508	143.560	7300	0	0
2020.01.16	16:00:00	143.560	143.726	143.536	143.636	8175	0	0
2020.01.16	17:00:00	143.636	143.929	143.408	143.848	8555	0	0
2020.01.16	18:00:00	143.847	144.114	143.798	144.053	7288	0	0
2020.01.16	19:00:00	144.052	144.142	143.943	144.011	3560	0	0
2020.01.16	20:00:00	144.011	144.065	143.868	143.895	2773	0	0
2020.01.16	21:00:00	143.895	143.925	143.878	143.909	1879	0	0
2020.01.16	22:00:00	143.909	144.024	143.905	144.013	2010	0	0
2020.01.16	23:00:00	144.013	144.062	143.994	144.054	1090	0	0
2020.01.17	00:00:00	144.035	144.057	143.985	144.057	1764	0	24
2020.01.17	01:00:00	144.057	144.166	144.052	144.076	2655	0	3
2020.01.17	02:00:00	144.077	144.177	144.031	144.177	3126	0	0
2020.01.17	03:00:00	144.177	144.177	143.905	143.979	3142	0	0
2020.01.17	04:00:00	143.984	144.127	143.984	144.086	3631	0	0
2020.01.17	05:00:00	144.086	144.112	144.057	144.102	1941	0	0
2020.01.17	06:00:00	144.102	144.111	144.023	144.024	1334	0	0
2020.01.17	07:00:00	144.024	144.099	144.007	144.076	1549	0	0
2020.01.17	08:00:00	144.076	144.297	144.060	144.283	2717	0	0
2020.01.17	09:00:00	144.282	144.300	144.115	144.174	3565	0	0
2020.01.17	10:00:00	144.174	144.390	144.116	144.264	6248	0	0
2020.01.17	11:00:00	144.264	144.530	143.674	143.844	8785	0	0
2020.01.17	12:00:00	143.836	143.986	143.614	143.653	6484	0	0
2020.01.17	13:00:00	143.653	143.653	143.490	143.597	5376	0	0
2020.01.17	14:00:00	143.597	143.837	143.552	143.701	5014	0	0
2020.01.17	15:00:00	143.701	143.851	143.655	143.746	6849	0	0
2020.01.17	16:00:00	143.746	143.794	143.447	143.554	7264	0	0
2020.01.17	17:00:00	143.544	143.569	143.376	143.548	7469	0	0
2020.01.17	18:00:00	143.543	143.605	143.426	143.524	5047	0	0
2020.01.17	19:00:00	143.524	143.545	143.388	143.444	2620	0	0
2020.01.17	20:00:00	143.444	143.465	143.363	143.378	2061	0	0
2020.01.17	21:00:00	143.379	143.419	143.302	143.380	2035	0	0
2020.01.17	22:00:00	143.379	143.409	143.336	143.367	2086	0	0
2020.01.17	23:00:00	143.363	143.367	143.282	143.290	1420	0	0
2020.01.20	00:00:00	143.011	143.246	143.000	143.176	2135	0	23
2020.01.20	01:00:00	143.176	143.333	143.168	143.306	1598	0	0
2020.01.20	02:00:00	143.306	143.354	143.216	143.233	2340	0	1
2020.01.20	03:00:00	143.234	143.290	143.214	143.255	2536	0	0
2020.01.20	04:00:00	143.255	143.300	143.245	143.283	2008	0	1
2020.01.20	05:00:00	143.283	143.305	143.251	143.288	1725	0	0
2020.01.20	06:00:00	143.288	143.297	143.242	143.256	1572	0	0
2020.01.20	07:00:00	143.257	143.280	143.165	143.170	1915	0	1
2020.01.20	08:00:00	143.170	143.212	143.071	143.180	1894	0	0
2020.01.20	09:00:00	143.180	143.247	142.879	142.907	3262	0	0
2020.01.20	10:00:00	142.907	143.048	142.870	142.911	4856	0	0
2020.01.20	11:00:00	142.913	143.045	142.804	143.045	4851	0	0
2020.01.20	12:00:00	143.045	143.126	142.961	143.073	3224	0	0
2020.01.20	13:00:00	143.072	143.282	143.051	143.214	3259	0	0
2020.01.20	14:00:00	143.212	143.212	143.090	143.144	2513	0	0
2020.01.20	15:00:00	143.143	143.330	143.106	143.253	3373	0	0
2020.01.20	16:00:00	143.253	143.254	143.132	143.204	2210	0	0
2020.01.20	17:00:00	143.204	143.219	143.036	143.161	3047	0	0
2020.01.20	18:00:00	143.161	143.220	143.153	143.186	2136	0	0
2020.01.20	19:00:00	143.186	143.261	143.183	143.235	1274	0	0
2020.01.20	20:00:00	143.234	143.234	143.197	143.202	850	0	0
2020.01.20	21:00:00	143.202	143.256	143.197	143.237	1049	0	0
2020.01.20	22:00:00	143.237	143.304	143.232	143.287	1798	0	0
2020.01.20	23:00:00	143.287	143.363	143.265	143.343	1916	0	0
2020.01.21	00:00:00	143.337	143.345	143.293	143.315	306	0	9
2020.01.21	01:00:00	143.313	143.320	143.240	143.268	1313	0	3
2020.01.21	02:00:00	143.269	143.295	143.225	143.252	2122	0	0
2020.01.21	03:00:00	143.253	143.256	142.861	142.940	5986	0	0
2020.01.21	04:00:00	142.940	143.060	142.864	143.025	3199	0	0
2020.01.21	05:00:00	143.025	143.149	143.007	143.107	3148	0	0
2020.01.21	06:00:00	143.108	143.125	143.032	143.112	2172	0	0
2020.01.21	07:00:00	143.112	143.223	143.055	143.056	2410	0	0
2020.01.21	08:00:00	143.056	143.129	142.925	142.936	3216	0	0
2020.01.21	09:00:00	142.939	143.094	142.906	143.044	4365	0	0
2020.01.21	10:00:00	143.043	143.181	142.898	143.092	7045	0	0
2020.01.21	11:00:00	143.093	143.446	143.023	143.380	5743	0	0
2020.01.21	12:00:00	143.380	143.518	143.360	143.415	4341	0	0
2020.01.21	13:00:00	143.415	143.759	143.415	143.717	4416	0	0
2020.01.21	14:00:00	143.716	143.791	143.569	143.595	3173	0	0
2020.01.21	15:00:00	143.595	143.975	143.594	143.893	6059	0	0
2020.01.21	16:00:00	143.894	143.937	143.652	143.673	4329	0	0
2020.01.21	17:00:00	143.670	143.707	143.410	143.516	6538	0	0
2020.01.21	18:00:00	143.516	143.580	143.358	143.448	4815	0	0
2020.01.21	19:00:00	143.448	143.486	143.389	143.399	2458	0	0
2020.01.21	20:00:00	143.399	143.501	143.322	143.342	4589	0	0
2020.01.21	21:00:00	143.341	143.364	143.255	143.276	3898	0	0
2020.01.21	22:00:00	143.276	143.333	143.221	143.238	2609	0	0
2020.01.21	23:00:00	143.238	143.370	143.188	143.353	2155	0	0
2020.01.22	00:00:00	143.341	143.362	143.265	143.314	2797	0	23
2020.01.22	01:00:00	143.302	143.412	143.294	143.383	3390	0	1
2020.01.22	02:00:00	143.383	143.510	143.370	143.422	2730	0	0
2020.01.22	03:00:00	143.422	143.512	143.334	143.402	4028	0	0
2020.01.22	04:00:00	143.402	143.610	143.394	143.530	3999	0	0
2020.01.22	05:00:00	143.530	143.547	143.421	143.452	2550	0	0
2020.01.22	06:00:00	143.452	143.492	143.424	143.483	1459	0	0
2020.01.22	07:00:00	143.483	143.736	143.483	143.687	2091	0	0
2020.01.22	08:00:00	143.687	143.805	143.607	143.756	2425	0	0
2020.01.22	09:00:00	143.754	143.758	143.534	143.615	3682	0	0
2020.01.22	10:00:00	143.615	143.615	143.391	143.550	4905	0	0
2020.01.22	11:00:00	143.549	143.645	143.382	143.628	5167	0	0
2020.01.22	12:00:00	143.629	143.702	143.572	143.639	4837	0	0
2020.01.22	13:00:00	143.638	144.109	143.629	144.041	8735	0	0
2020.01.22	14:00:00	144.045	144.358	144.042	144.295	6750	0	0
2020.01.22	15:00:00	144.292	144.456	144.272	144.378	6865	0	0
2020.01.22	16:00:00	144.378	144.610	144.248	144.254	7829	0	0
2020.01.22	17:00:00	144.235	144.516	144.163	144.430	9125	0	0
2020.01.22	18:00:00	144.431	144.464	144.312	144.388	5961	0	0
2020.01.22	19:00:00	144.388	144.421	144.233	144.245	3628	0	0
2020.01.22	20:00:00	144.244	144.244	144.168	144.189	2333	0	0
2020.01.22	21:00:00	144.189	144.353	144.189	144.327	2843	0	0
2020.01.22	22:00:00	144.324	144.344	144.274	144.317	2262	0	0
2020.01.22	23:00:00	144.324	144.363	144.292	144.330	1753	0	0
2020.01.23	00:00:00	144.315	144.413	144.279	144.288	1551	0	17
2020.01.23	01:00:00	144.288	144.326	144.116	144.236	2290	0	2
2020.01.23	02:00:00	144.237	144.308	144.138	144.146	4273	0	0
2020.01.23	03:00:00	144.145	144.169	143.999	144.041	4640	0	0
2020.01.23	04:00:00	144.041	144.076	144.014	144.031	2246	0	0
2020.01.23	05:00:00	144.031	144.064	143.934	143.934	2260	0	0
2020.01.23	06:00:00	143.934	143.935	143.844	143.901	2418	0	0
2020.01.23	07:00:00	143.901	143.914	143.760	143.802	3462	0	0
2020.01.23	08:00:00	143.802	143.924	143.663	143.908	3445	0	0
2020.01.23	09:00:00	143.906	144.103	143.844	144.090	4627	0	0
2020.01.23	10:00:00	144.090	144.090	143.715	143.786	6585	0	0
2020.01.23	11:00:00	143.787	143.875	143.716	143.837	4532	0	0
2020.01.23	12:00:00	143.837	144.006	143.738	143.884	3761	0	0
2020.01.23	13:00:00	143.885	143.929	143.789	143.904	3556	0	0
2020.01.23	14:00:00	143.903	143.970	143.793	143.824	3624	0	0
2020.01.23	15:00:00	143.823	143.973	143.744	143.791	7927	0	0
2020.01.23	16:00:00	143.791	143.888	143.390	143.495	10869	0	0
2020.01.23	17:00:00	143.496	143.532	143.211	143.499	8984	0	0
2020.01.23	18:00:00	143.498	143.502	143.221	143.356	6136	0	0
2020.01.23	19:00:00	143.355	143.407	143.313	143.369	3643	0	0
2020.01.23	20:00:00	143.366	143.447	143.303	143.445	3679	0	0
2020.01.23	21:00:00	143.445	143.681	143.430	143.664	3482	0	0
2020.01.23	22:00:00	143.664	143.677	143.591	143.655	2166	0	0
2020.01.23	23:00:00	143.655	143.734	143.644	143.717	1598	0	0
2020.01.24	00:00:00	143.696	143.719	143.601	143.698	1159	0	27
2020.01.24	01:00:00	143.698	143.766	143.692	143.741	1195	0	0
2020.01.24	02:00:00	143.741	143.752	143.605	143.667	2394	0	0
2020.01.24	03:00:00	143.670	143.684	143.545	143.586	2165	0	0
2020.01.24	04:00:00	143.587	143.657	143.554	143.643	1843	0	0
2020.01.24	05:00:00	143.643	143.669	143.617	143.661	1137	0	0
2020.01.24	06:00:00	143.662	143.771	143.658	143.723	1365	0	0
2020.01.24	07:00:00	143.723	143.763	143.666	143.760	987	0	0
2020.01.24	08:00:00	143.760	143.902	143.738	143.861	1696	0	0
2020.01.24	09:00:00	143.861	143.861	143.659	143.791	3417	0	0
2020.01.24	10:00:00	143.790	144.083	143.724	144.045	6996	0	0
2020.01.24	11:00:00	144.045	144.389	143.378	143.466	9983	0	0
2020.01.24	12:00:00	143.467	143.631	143.341	143.527	6607	0	0
2020.01.24	13:00:00	143.527	143.561	143.356	143.469	6454	0	0
2020.01.24	14:00:00	143.469	143.517	143.381	143.422	4219	0	0
2020.01.24	15:00:00	143.422	143.523	143.377	143.490	5959	0	0
2020.01.24	16:00:00	143.489	143.549	143.354	143.388	6949	0	0
2020.01.24	17:00:00	143.387	143.387	142.801	143.012	9490	0	0
2020.01.24	18:00:00	143.011	143.039	142.853	142.885	6485	0	0
2020.01.24	19:00:00	142.882	143.003	142.789	142.972	5506	0	0
2020.01.24	20:00:00	142.973	143.014	142.857	142.868	4858	0	0
2020.01.24	21:00:00	142.868	142.938	142.719	142.905	5389	0	0
2020.01.24	22:00:00	142.904	142.985	142.861	142.894	4314	0	0
2020.01.24	23:00:00	142.895	142.932	142.829	142.851	1402	0	0
2020.01.27	00:00:00	142.427	142.513	142.240	142.364	4312	0	31
2020.01.27	01:00:00	142.369	142.436	142.053	142.101	6797	0	1
2020.01.27	02:00:00	142.103	142.504	142.095	142.486	6791	0	0
2020.01.27	03:00:00	142.485	142.500	142.347	142.409	2971	0	0
2020.01.27	04:00:00	142.409	142.412	142.143	142.237	3302	0	0
2020.01.27	05:00:00	142.237	142.421	142.237	142.378	2449	0	0
2020.01.27	06:00:00	142.378	142.528	142.320	142.474	2440	0	0
2020.01.27	07:00:00	142.474	142.512	142.359	142.402	2352	0	0
2020.01.27	08:00:00	142.401	142.517	142.387	142.482	2622	0	0
2020.01.27	09:00:00	142.479	142.671	142.452	142.646	4433	0	0
2020.01.27	10:00:00	142.646	142.750	142.432	142.529	7431	0	0
2020.01.27	11:00:00	142.528	142.664	142.285	142.602	8393	0	0
2020.01.27	12:00:00	142.602	142.673	142.504	142.547	5932	0	0
2020.01.27	13:00:00	142.544	142.605	142.414	142.503	5383	0	0
2020.01.27	14:00:00	142.501	142.509	142.278	142.381	7005	0	0
2020.01.27	15:00:00	142.376	142.510	142.304	142.407	6820	0	0
2020.01.27	16:00:00	142.407	142.519	142.177	142.337	9898	0	0
2020.01.27	17:00:00	142.337	142.381	142.141	142.191	9133	0	0
2020.01.27	18:00:00	142.190	142.317	142.133	142.231	7238	0	0
2020.01.27	19:00:00	142.228	142.390	142.095	142.343	5840	0	0
2020.01.27	20:00:00	142.344	142.413	142.193	142.203	4238	0	0
2020.01.27	21:00:00	142.203	142.252	142.088	142.129	3476	0	0
2020.01.27	22:00:00	142.129	142.233	142.124	142.145	3938	0	0
2020.01.27	23:00:00	142.143	142.204	142.138	142.202	1693	0	0
2020.01.28	00:00:00	142.171	142.245	142.117	142.184	729	0	14
2020.01.28	01:00:00	142.184	142.283	142.178	142.255	1768	0	2
2020.01.28	02:00:00	142.255	142.312	142.086	142.137	2625	0	0
2020.01.28	03:00:00	142.137	142.458	142.125	142.431	3577	0	0
2020.01.28	04:00:00	142.431	142.439	142.282	142.345	2415	0	0
2020.01.28	05:00:00	142.345	142.345	142.259	142.311	1317	0	0
2020.01.28	06:00:00	142.311	142.350	142.265	142.283	1938	0	0
2020.01.28	07:00:00	142.283	142.395	142.228	142.353	1682	0	0
2020.01.28	08:00:00	142.354	142.354	142.112	142.227	3386	0	0
2020.01.28	09:00:00	142.226	142.233	142.057	142.077	3537	0	0
2020.01.28	10:00:00	142.077	142.077	141.613	141.674	7156	0	0
2020.01.28	11:00:00	141.675	141.842	141.501	141.798	8782	0	0
2020.01.28	12:00:00	141.797	141.840	141.640	141.672	5370	0	0
2020.01.28	13:00:00	141.672	141.739	141.504	141.710	5252	0	0
2020.01.28	14:00:00	141.710	142.036	141.570	141.910	7167	0	0
2020.01.28	15:00:00	141.910	141.959	141.748	141.791	6498	0	0
2020.01.28	16:00:00	141.793	141.809	141.482	141.686	7878	0	0
2020.01.28	17:00:00	141.687	141.884	141.639	141.711	8636	0	0
2020.01.28	18:00:00	141.712	141.878	141.637	141.873	5219	0	0
2020.01.28	19:00:00	141.873	141.925	141.799	141.860	3437	0	0
2020.01.28	20:00:00	141.860	141.899	141.836	141.854	2956	0	0
2020.01.28	21:00:00	141.855	141.982	141.822	141.965	3108	0	0
2020.01.28	22:00:00	141.963	142.092	141.935	142.067	3007	0	0
2020.01.28	23:00:00	142.067	142.222	142.060	142.192	2139	0	0
2020.01.29	00:00:00	142.177	142.343	142.098	142.276	1318	0	4
2020.01.29	01:00:00	142.276	142.276	142.076	142.134	2418	0	1
2020.01.29	02:00:00	142.132	142.214	142.043	142.101	2560	0	0
2020.01.29	03:00:00	142.101	142.230	142.045	142.147	4926	0	0
2020.01.29	04:00:00	142.147	142.172	142.072	142.122	2229	0	0
2020.01.29	05:00:00	142.123	142.211	142.121	142.173	1829	0	0
2020.01.29	06:00:00	142.172	142.181	142.139	142.180	1319	0	0
2020.01.29	07:00:00	142.180	142.188	142.080	142.142	1795	0	0
2020.01.29	08:00:00	142.144	142.146	142.061	142.087	2086	0	0
2020.01.29	09:00:00	142.085	142.085	141.843	141.944	4115	0	0
2020.01.29	10:00:00	141.944	142.096	141.824	142.010	6461	0	0
2020.01.29	11:00:00	142.010	142.058	141.860	141.889	5729	0	0
2020.01.29	12:00:00	141.888	141.979	141.875	141.972	3913	0	0
2020.01.29	13:00:00	141.972	141.998	141.860	141.973	3076	0	0
2020.01.29	14:00:00	141.972	142.040	141.893	141.941	3627	0	0
2020.01.29	15:00:00	141.941	142.012	141.776	141.783	5530	0	0
2020.01.29	16:00:00	141.784	141.951	141.781	141.884	6036	0	0
2020.01.29	17:00:00	141.884	141.965	141.712	141.927	8009	0	0
2020.01.29	18:00:00	141.926	142.019	141.865	142.018	4345	0	0
2020.01.29	19:00:00	142.018	142.081	141.951	142.032	2488	0	0
2020.01.29	20:00:00	142.033	142.126	142.003	142.068	2681	0	0
2020.01.29	21:00:00	142.067	142.235	141.999	142.004	5219	0	0
2020.01.29	22:00:00	142.002	142.022	141.884	141.942	5580	0	0
2020.01.29	23:00:00	141.942	141.987	141.886	141.933	1990	0	0
2020.01.30	00:00:00	141.908	141.945	141.790	141.874	4979	0	14
2020.01.30	01:00:00	141.869	141.982	141.849	141.913	1473	0	2
2020.01.30	02:00:00	141.913	142.002	141.835	141.889	3106	0	0
2020.01.30	03:00:00	141.889	141.962	141.815	141.846	3385	0	0
2020.01.30	04:00:00	141.846	141.861	141.721	141.756	3982	0	0
2020.01.30	05:00:00	141.755	141.809	141.679	141.719	3330	0	0
2020.01.30	06:00:00	141.719	141.795	141.632	141.748	2128	0	0
2020.01.30	07:00:00	141.747	141.758	141.636	141.754	2771	0	0
2020.01.30	08:00:00	141.755	141.804	141.694	141.694	2337	0	0
2020.01.30	09:00:00	141.692	141.724	141.415	141.522	6494	0	0
2020.01.30	10:00:00	141.523	141.601	141.260	141.459	7630	0	0
2020.01.30	11:00:00	141.460	141.790	141.380	141.749	6294	0	0
2020.01.30	12:00:00	141.752	141.905	141.697	141.704	5604	0	0
2020.01.30	13:00:00	141.704	142.294	141.640	142.223	5736	0	0
2020.01.30	14:00:00	142.223	142.524	142.150	142.384	10550	0	0
2020.01.30	15:00:00	142.383	142.713	142.354	142.641	10845	0	0
2020.01.30	16:00:00	142.642	142.660	142.414	142.456	8315	0	0
2020.01.30	17:00:00	142.459	142.580	142.296	142.361	8857	0	0
2020.01.30	18:00:00	142.362	142.604	142.352	142.524	7285	0	0
2020.01.30	19:00:00	142.525	142.529	142.177	142.217	5062	0	0
2020.01.30	20:00:00	142.217	142.286	142.117	142.140	3366	0	0
2020.01.30	21:00:00	142.137	142.417	142.092	142.306	7219	0	0
2020.01.30	22:00:00	142.311	142.613	142.280	142.608	6330	0	0
2020.01.30	23:00:00	142.609	142.708	142.576	142.613	2043	0	0
2020.01.31	00:00:00	142.655	142.676	142.535	142.576	976	0	4
2020.01.31	01:00:00	142.578	142.591	142.461	142.485	2924	0	3
2020.01.31	02:00:00	142.487	142.895	142.481	142.872	4316	0	0
2020.01.31	03:00:00	142.872	143.006	142.756	142.823	5908	0	0
2020.01.31	04:00:00	142.823	142.964	142.816	142.829	4297	0	0
2020.01.31	05:00:00	142.829	142.915	142.771	142.826	2523	0	0
2020.01.31	06:00:00	142.826	142.887	142.787	142.887	1381	0	0
2020.01.31	07:00:00	142.887	142.922	142.822	142.850	2031	0	0
2020.01.31	08:00:00	142.854	142.893	142.780	142.848	2276	0	0
2020.01.31	09:00:00	142.845	143.170	142.813	143.167	4734	0	0
2020.01.31	10:00:00	143.167	143.290	143.089	143.246	6012	0	0
2020.01.31	11:00:00	143.246	143.264	142.807	142.947	6276	0	0
2020.01.31	12:00:00	142.946	142.990	142.680	142.751	5963	0	0
2020.01.31	13:00:00	142.748	142.986	142.735	142.970	4620	0	0
2020.01.31	14:00:00	142.970	143.060	142.912	142.982	5868	0	0
2020.01.31	15:00:00	142.981	143.086	142.902	143.076	7261	0	0
2020.01.31	16:00:00	143.080	143.174	142.964	142.992	7941	0	0
